date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:34:23	0/0	---MC-	302	error ('Found')	image/png	etag:914ccd174f9b4c2bb7c819a1bc3bf3df	https://voices.uchicago.edu/ignite/files/2021/01/IGNITE-MDR-Badgecard-front.png	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/ignite-mdr-badgecard-front.png	(from https://voices.uchicago.edu/ignite/)
22:34:23	1045/1045	U-----	200	untouched ('')	text/xml	etag:W/%225e0daf3a-415%22	https://voices.uchicago.edu/ignite/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/wlwmanifest.xml	(from https://voices.uchicago.edu/ignite/)
22:34:23	11862/11862	U--MC-	200	updated ('OK')	application/json	date:Sat,%2011%20Sep%202021%2002:34:22%20GMT	https://voices.uchicago.edu/ignite/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/2.json	(from https://voices.uchicago.edu/ignite/)
22:34:23	0/0	---MC-	302	error ('Found')	image/png	etag:31cda744d5bbe42e35cf0402df0cbc86	https://voices.uchicago.edu/ignite/files/2021/01/IGNITE-icon.png	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/ignite-icon.png	(from https://voices.uchicago.edu/ignite/)
22:34:23	0/0	---MC-	302	error ('Found')	image/jpeg	etag:88135f3125a6ade50cdc58ed2afa8359	https://voices.uchicago.edu/ignite/files/2021/02/StockSnap_GSBJXWRSDV.jpg	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/stocksnap_gsbjxwrsdv.jpg	(from https://voices.uchicago.edu/ignite/)
22:34:24	163719/163719	---M--	200	added ('OK')	image/jpeg	etag:%224d9d9db549eb672daace01a8c13847c9%22	https://cpb-us-w2.wpmucdn.com/voices.uchicago.edu/dist/e/2936/files/2021/02/StockSnap_GSBJXWRSDV.jpg	C:/My%20Web%20Sites/Ignite%20Website/cpb-us-w2.wpmucdn.com/stocksnap_gsbjxwrsdv.jpg	(from https://voices.uchicago.edu/ignite/)
22:34:27	2267/2267	U--MC-	200	updated ('OK')	application/json	date:Sat,%2011%20Sep%202021%2002:34:23%20GMT	https://voices.uchicago.edu/ignite/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvoices.uchicago.edu%2Fignite%2F	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/embed1e76.json	(from https://voices.uchicago.edu/ignite/)
22:34:27	2357/2357	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2011%20Sep%202021%2002:34:23%20GMT	https://voices.uchicago.edu/ignite/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvoices.uchicago.edu%2Fignite%2F&format=xml	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/embedcfec	(from https://voices.uchicago.edu/ignite/)
22:34:29	1388/1388	U-----	200	untouched ('')	image/png	etag:%22d8b1bca696a6c8799d06c09bd6c580ea%22	https://cpb-us-w2.wpmucdn.com/voices.uchicago.edu/dist/e/2936/files/2021/01/cropped-IGNITE-icon-32x32.png	C:/My%20Web%20Sites/Ignite%20Website/cpb-us-w2.wpmucdn.com/cropped-ignite-icon-32x32.png	(from https://voices.uchicago.edu/ignite/)
22:34:29	5896/5896	U-----	200	untouched ('')	image/png	etag:%2241d11a4f83f1bf88d384f69b2a5665bf%22	https://cpb-us-w2.wpmucdn.com/voices.uchicago.edu/dist/e/2936/files/2021/01/cropped-IGNITE-icon-192x192.png	C:/My%20Web%20Sites/Ignite%20Website/cpb-us-w2.wpmucdn.com/cropped-ignite-icon-192x192.png	(from https://voices.uchicago.edu/ignite/)
22:34:31	8500/8500	U-----	200	untouched ('')	image/png	etag:%22d0d1df906bf5a4a2898e2534acef7143%22	https://cpb-us-w2.wpmucdn.com/voices.uchicago.edu/dist/e/2936/files/2021/01/cropped-IGNITE-icon-180x180.png	C:/My%20Web%20Sites/Ignite%20Website/cpb-us-w2.wpmucdn.com/cropped-ignite-icon-180x180.png	(from https://voices.uchicago.edu/ignite/)
22:34:31	95656/95656	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Sep%202021%2002:34:29%20GMT	https://voices.uchicago.edu/ignite/staff-directory/	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/index-6.html	(from https://voices.uchicago.edu/ignite/)
22:34:31	20382/20382	U-----	200	untouched ('')	image/png	etag:%220c1521b7ab04261cd04773fd4e58d375%22	https://cpb-us-w2.wpmucdn.com/voices.uchicago.edu/dist/e/2936/files/2021/03/uchicago_gme-logo-600x140.png	C:/My%20Web%20Sites/Ignite%20Website/cpb-us-w2.wpmucdn.com/uchicago_gme-logo-600x140.png	(from https://voices.uchicago.edu/ignite/)
22:34:33	54640/54640	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Sep%202021%2002:34:29%20GMT	https://voices.uchicago.edu/ignite/contact-us/	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/index-7.html	(from https://voices.uchicago.edu/ignite/)
22:34:34	70008/70008	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Sep%202021%2002:34:31%20GMT	https://voices.uchicago.edu/ignite/our-program/	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/index-8.html	(from https://voices.uchicago.edu/ignite/)
22:34:35	39121/39121	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2260ed37b9-98d1%22	https://voices.uchicago.edu/ignite/wp-content/themes/divi/includes/builder/frontend-builder/build/frontend-builder-global-functions.js?ver=4.9.6	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/frontend-builder-global-functions1845.js	(from https://voices.uchicago.edu/ignite/)
22:34:36	190337/190337	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2260ed37b9-2e781%22	https://voices.uchicago.edu/ignite/wp-content/themes/divi/js/custom.js?ver=4.9.6	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/custom1845.js	(from https://voices.uchicago.edu/ignite/)
22:34:36	293679/293679	U-----	200	untouched ('')	image/png	etag:%22387ea0253766d909c2986c10fdfc4578%22	https://cpb-us-w2.wpmucdn.com/voices.uchicago.edu/dist/e/2936/files/2021/01/IGNITE-MDR-Badgecard-front.png	C:/My%20Web%20Sites/Ignite%20Website/cpb-us-w2.wpmucdn.com/ignite-mdr-badgecard-front.png	(from https://voices.uchicago.edu/ignite/)
22:34:36	6318/6318	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2260069a74-18ae%22	https://voices.uchicago.edu/ignite/wp-content/themes/divi/js/smoothscroll.js?ver=4.9.6	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/smoothscroll1845.js	(from https://voices.uchicago.edu/ignite/)
22:34:38	3349/3349	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%225f29ab25-d15%22	https://voices.uchicago.edu/ignite/wp-content/themes/divi/includes/builder/scripts/ext/jquery.fitvids.js?ver=4.9.6	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/jquery.fitvids1845.js	(from https://voices.uchicago.edu/ignite/)
22:34:39	22786/22786	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2260ed37b9-5902%22	https://voices.uchicago.edu/ignite/wp-content/themes/divi/includes/builder/scripts/ext/jquery.magnific-popup.js?ver=4.9.6	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/jquery.magnific-popup1845.js	(from https://voices.uchicago.edu/ignite/)
22:34:39	1343/1343	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2260ed37b9-53f%22	https://voices.uchicago.edu/ignite/wp-content/themes/divi/core/admin/js/common.js?ver=4.9.6	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/common1845.js	(from https://voices.uchicago.edu/ignite/)
22:34:41	53758/53758	U-----	200	untouched ('')	image/jpeg	etag:%221d1afaf12728352f08f8eb698c5f51c8%22	https://cpb-us-w2.wpmucdn.com/voices.uchicago.edu/dist/e/2936/files/2021/01/MD-in-Room-AIQ1.jpg	C:/My%20Web%20Sites/Ignite%20Website/cpb-us-w2.wpmucdn.com/md-in-room-aiq1.jpg	(from https://voices.uchicago.edu/ignite/)
22:34:42	8991/8991	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2260ed37b9-231f%22	https://voices.uchicago.edu/ignite/wp-content/themes/divi/includes/builder/scripts/ext/waypoints.min.js?ver=4.9.6	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/waypoints.min1845.js	(from https://voices.uchicago.edu/ignite/)
22:34:42	1426/1426	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%22608b76b7-592%22	https://voices.uchicago.edu/ignite/wp-includes/js/wp-embed.min.js?ver=5.7.2	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/wp-embed.min9f31.js	(from https://voices.uchicago.edu/ignite/)
22:34:42	0/0	---MC-	302	error ('Found')	image/svg	etag:e00060fcba31aca2c7f8fb2d831e953c	https://voices.uchicago.edu/ignite/files/2016/12/uchicago_rev-140bi8x.svg	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/uchicago_rev-140bi8x.svg	(from https://voices.uchicago.edu/ignite/)
22:34:42	54125/54125	U-----	200	untouched ('')	image/png	etag:%2279f97e85e3c6883ef7569b7c23ddb351%22	https://cpb-us-w2.wpmucdn.com/voices.uchicago.edu/dist/e/2936/files/2021/01/IGNITE-icon.png	C:/My%20Web%20Sites/Ignite%20Website/cpb-us-w2.wpmucdn.com/ignite-icon.png	(from https://voices.uchicago.edu/ignite/)
22:34:43	351599/351599	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2260ed37b9-55d6f%22	https://voices.uchicago.edu/ignite/wp-content/themes/divi/includes/builder/frontend-builder/build/frontend-builder-scripts.js?ver=4.9.6	C:/My%20Web%20Sites/Ignite%20Website/voices.uchicago.edu/frontend-builder-scripts1845.js	(from https://voices.uchicago.edu/ignite/)
